event_id,user_id,username,department,job_title,resource,action,timestamp,source_ip,location,success,is_anomaly,anomaly_type
E000041,U0195,sergio59,IT,IT Support,security_logs,write,2025-09-02 11:48:08.254186,192.168.44.180,"Berlin, DE",True,False,
E000042,U0166,benjaminzimmerman,HR,HR Manager,time_tracker,execute,2025-09-02 11:49:31.254186,192.168.20.217,"São Paulo, BR",True,False,
E000043,U0080,phillipsrichard,Marketing,Marketing Manager,vacation_calendar,read,2025-09-02 11:51:18.254186,192.168.186.184,"Berlin, DE",True,False,
E000044,U0091,kristin93,Legal,General Counsel,vacation_calendar,read,2025-09-02 11:55:27.254186,192.168.63.237,"Toronto, CA",True,False,
E000045,U0020,calebsmith,Sales,Sales Manager,employee_directory,write,2025-09-02 11:59:05.254186,192.168.107.178,"Berlin, DE",True,False,
E000046,U0149,reesejason,Marketing,Marketing Specialist,crm_system,write,2025-09-02 12:14:05.254186,192.168.95.107,"London, UK",True,False,
E000047,U0173,stanleynancy,IT,IT Support,security_logs,download,2025-09-02 12:28:34.254186,192.168.241.226,"Sydney, AU",True,False,
E000048,U0128,paulwatson,Marketing,Marketing Specialist,vacation_calendar,read,2025-09-02 12:34:35.254186,192.168.242.168,"New York, US",True,False,
E000049,U0005,wdavis,Customer Support,Support Lead,crm_system,read,2025-09-02 12:37:04.254186,192.168.180.17,"London, UK",True,False,
E000050,U0063,wwoods,Product,Product Manager,public_wiki,read,2025-09-02 12:45:42.254186,192.168.33.200,"Toronto, CA",True,False,
E000051,U0145,michael98,Marketing,Content Creator,crm_system,download,2025-09-02 12:51:10.254186,192.168.190.224,"Singapore, SG",True,False,
E000052,U0026,pearsonamber,HR,HR Director,company_news,read,2025-09-02 12:53:51.254186,192.168.130.44,"Toronto, CA",True,False,
E000053,U0194,manuel15,HR,HR Manager,employee_directory,read,2025-09-02 12:54:33.254186,192.168.26.48,"Tokyo, JP",True,False,
E000054,U0017,john39,Engineering,Engineering Manager,vacation_calendar,write,2025-09-02 13:00:29.254186,192.168.140.207,"Toronto, CA",True,False,
E000055,U0106,martin86,Marketing,Content Creator,marketing_platform,read,2025-09-02 13:01:29.254186,192.168.207.152,"Sydney, AU",True,False,
E000056,U0156,tberry,Customer Support,Support Manager,employee_directory,read,2025-09-02 13:12:13.254186,192.168.194.96,"Singapore, SG",True,False,
E000057,U0138,cjoseph,Marketing,Marketing Manager,vacation_calendar,read,2025-09-02 13:13:33.254186,192.168.225.175,"São Paulo, BR",True,False,
E000058,U0147,lynchdiane,IT,IT Manager,security_logs,write,2025-09-02 13:13:37.254186,192.168.30.103,"Mumbai, IN",True,False,
E000059,U0042,theresacochran,Legal,Paralegal,project_management,read,2025-09-02 13:17:35.254186,192.168.120.146,"San Francisco, US",True,False,
E000060,U0136,xwest,Customer Support,Support Manager,company_news,read,2025-09-02 13:20:26.254186,192.168.60.148,"Sydney, AU",True,False,
E000061,U0114,ryan38,Legal,Paralegal,project_management,read,2025-09-02 13:23:17.254186,192.168.5.100,"Berlin, DE",True,False,
E000062,U0162,tramos,Engineering,Senior Engineer,analytics_dashboard,write,2025-09-02 13:27:03.254186,192.168.81.215,"Toronto, CA",True,False,
E000063,U0090,ocarter,Legal,General Counsel,public_wiki,execute,2025-09-02 13:30:48.254186,192.168.17.65,"São Paulo, BR",True,False,
E000064,U0041,gomezanita,Sales,Sales Rep,sales_tools,read,2025-09-02 13:44:12.254186,192.168.138.118,"Berlin, DE",True,False,
E000065,U0082,griffithleslie,Marketing,Content Creator,employee_directory,read,2025-09-02 13:49:34.254186,192.168.111.127,"Toronto, CA",True,False,
E000066,U0200,greenjorge,Finance,Controller,payroll_system,read,2025-09-02 13:53:57.254186,192.168.190.166,"San Francisco, US",True,False,
E000067,U0069,websterstefanie,Product,VP Product,source_code_repo,execute,2025-09-02 13:57:43.254186,192.168.237.234,"Mumbai, IN",True,False,
E000068,U0030,brian97,Finance,Finance Manager,payroll_system,write,2025-09-02 14:01:40.254186,192.168.249.207,"Singapore, SG",True,False,
E000069,U0192,samuel67,Legal,Legal Counsel,vacation_calendar,write,2025-09-02 14:07:35.254186,192.168.241.213,"Tokyo, JP",True,False,
E000070,U0064,tracynelson,Finance,Accountant,analytics_dashboard,read,2025-09-02 14:12:42.254186,192.168.41.211,"San Francisco, US",True,False,
E000071,U0144,elizabeth65,Product,Senior PM,learning_portal,read,2025-09-02 14:17:27.254186,192.168.127.192,"Tokyo, JP",True,False,
E000072,U0172,ilee,IT,IT Manager,aws_console,download,2025-09-02 14:25:03.254186,192.168.123.54,"São Paulo, BR",True,False,
E000073,U0156,tberry,Customer Support,Support Manager,learning_portal,write,2025-09-02 14:26:49.254186,192.168.60.164,"Singapore, SG",True,False,
E000074,U0185,ruben95,Sales,VP Sales,sales_tools,read,2025-09-02 14:31:16.254186,192.168.189.226,"London, UK",True,False,
E000075,U0038,bradley52,Engineering,Senior Engineer,vacation_calendar,read,2025-09-02 14:49:26.254186,192.168.19.88,"New York, US",True,False,
E000076,U0056,dianasmith,Customer Support,Support Manager,crm_system,read,2025-09-02 14:55:29.254186,192.168.25.153,"Sydney, AU",True,False,
E000077,U0129,basschristina,Legal,General Counsel,time_tracker,read,2025-09-02 14:57:47.254186,192.168.11.110,"San Francisco, US",True,False,
E000078,U0097,ecosta,IT,IT Support,security_logs,read,2025-09-02 14:58:45.254186,192.168.213.221,"Berlin, DE",True,False,
E000079,U0043,josephcobb,Operations,Operations Analyst,time_tracker,read,2025-09-02 14:59:45.254186,192.168.132.209,"Singapore, SG",True,False,
E000080,U0035,eric84,Operations,Operations Manager,analytics_dashboard,read,2025-09-02 15:02:00.254186,192.168.96.216,"Tokyo, JP",True,False,
E000081,U0020,calebsmith,Sales,Sales Manager,vacation_calendar,write,2025-09-02 15:02:02.254186,192.168.130.9,"Berlin, DE",True,False,
E000082,U0129,basschristina,Legal,General Counsel,learning_portal,read,2025-09-02 15:02:58.254186,192.168.20.189,"San Francisco, US",True,False,
E000083,U0136,xwest,Customer Support,Support Manager,company_news,read,2025-09-02 15:04:43.254186,192.168.11.107,"Sydney, AU",True,False,
E000084,U0093,smartinez,IT,System Admin,company_news,write,2025-09-02 15:18:07.254186,192.168.171.93,"Tokyo, JP",True,False,
E000085,U0125,xcarson,HR,HR Specialist,vacation_calendar,read,2025-09-02 15:32:21.254186,192.168.177.138,"Toronto, CA",True,False,
E000086,U0061,edwardreyes,Sales,Sales Manager,crm_system,read,2025-09-02 15:34:09.254186,192.168.44.47,"London, UK",True,False,
E000087,U0084,joshuamccann,Product,Product Manager,source_code_repo,read,2025-09-02 15:40:24.254186,192.168.174.30,"São Paulo, BR",True,False,
E000088,U0153,djoyce,Finance,Controller,employee_directory,read,2025-09-02 15:44:12.254186,192.168.246.136,"San Francisco, US",True,False,
E000089,U0045,emurphy,Sales,Sales Rep,vacation_calendar,execute,2025-09-02 15:51:26.254186,192.168.26.91,"Mumbai, IN",True,False,
E000090,U0148,whitedouglas,Finance,Accountant,employee_directory,read,2025-09-02 16:07:09.254186,192.168.181.189,"Singapore, SG",True,False,
E000091,U0189,lisabrown,IT,System Admin,vacation_calendar,read,2025-09-02 16:09:12.254186,192.168.150.182,"Mumbai, IN",True,False,
E000092,U0057,pwilliams,Sales,Sales Manager,crm_system,write,2025-09-02 16:12:11.254186,192.168.185.196,"Toronto, CA",True,False,
E000093,U0017,john39,Engineering,Engineering Manager,public_wiki,read,2025-09-02 16:15:13.254186,192.168.117.105,"Toronto, CA",True,False,
E000094,U0163,dhayes,IT,IT Support,admin_panel,execute,2025-09-02 16:16:40.254186,192.168.189.251,"Toronto, CA",True,False,
E000095,U0097,ecosta,IT,IT Support,vacation_calendar,read,2025-09-02 16:18:37.254186,192.168.82.145,"Berlin, DE",True,False,
E000096,U0032,barnesbrandy,Product,Product Manager,source_code_repo,read,2025-09-02 16:21:19.254186,192.168.90.228,"Tokyo, JP",True,False,
E000097,U0179,lisawilkerson,IT,CISO,aws_console,read,2025-09-02 16:24:14.254186,192.168.54.72,"Singapore, SG",True,False,
E000098,U0110,harrisontanya,Legal,Paralegal,project_management,read,2025-09-02 16:27:04.254186,192.168.40.15,"New York, US",True,False,
E000099,U0086,moralescharles,Product,VP Product,source_code_repo,write,2025-09-02 16:30:17.254186,192.168.76.123,"Sydney, AU",True,False,
E000100,U0115,christianpitts,Legal,General Counsel,time_tracker,read,2025-09-02 16:31:31.254186,192.168.173.80,"Tokyo, JP",True,False,
E000101,U0037,gracefarrell,Sales,Account Executive,sales_tools,read,2025-09-02 16:39:44.254186,192.168.1.40,"San Francisco, US",True,False,
E000102,U0071,stricklandfrank,Customer Support,Support Manager,employee_directory,write,2025-09-02 16:42:20.254186,192.168.244.79,"Berlin, DE",True,False,
E000103,U0172,ilee,IT,IT Manager,company_news,read,2025-09-02 16:54:46.254186,192.168.160.203,"São Paulo, BR",True,False,
E000104,U0151,nelsonebony,Engineering,Engineering Manager,source_code_repo,read,2025-09-02 16:58:30.254186,192.168.176.161,"Tokyo, JP",True,False,
E000105,U0066,dayderek,Operations,Operations Analyst,employee_directory,read,2025-09-02 17:00:06.254186,192.168.252.102,"Mumbai, IN",True,False,
E000106,U0116,steve07,Customer Support,Support Manager,employee_directory,write,2025-09-02 17:20:21.254186,192.168.207.204,"Berlin, DE",True,False,
E000107,U0194,manuel15,HR,HR Manager,vacation_calendar,read,2025-09-02 17:21:58.254186,192.168.164.118,"Tokyo, JP",True,False,
E000108,U0060,joshuajones,Product,Senior PM,vacation_calendar,execute,2025-09-02 17:27:38.254186,192.168.100.17,"Sydney, AU",True,False,
E000109,U0198,xrush,Product,Senior PM,employee_directory,read,2025-09-02 17:31:06.254186,192.168.136.228,"Tokyo, JP",True,False,
E000110,U0139,joshuaschultz,Marketing,Marketing Specialist,analytics_dashboard,download,2025-09-02 17:41:46.254186,192.168.167.116,"Singapore, SG",True,False,
E000111,U0129,basschristina,Legal,General Counsel,employee_directory,read,2025-09-02 17:57:18.254186,192.168.254.68,"San Francisco, US",True,False,
E000112,U0098,ssteele,Customer Support,Support Agent,time_tracker,read,2025-09-02 17:57:38.254186,192.168.198.227,"Tokyo, JP",True,False,
E000113,U0152,reeddaniel,HR,HR Specialist,vacation_calendar,write,2025-09-02 17:57:41.254186,192.168.211.108,"Tokyo, JP",True,False,
E000114,U0027,ntucker,HR,HR Specialist,payroll_system,delete,2025-09-03 06:45:56.254186,232.147.33.164,"Mumbai, IN",True,True,unusual_time
E000115,U0033,panderson,HR,HR Manager,payroll_system,read,2025-09-03 09:08:15.254186,192.168.241.161,"São Paulo, BR",True,False,
E000116,U0147,lynchdiane,IT,IT Manager,aws_console,read,2025-09-03 09:12:45.254186,192.168.136.174,"Mumbai, IN",True,False,
E000117,U0143,daviscolin,Operations,Operations Manager,project_management,read,2025-09-03 09:13:54.254186,192.168.5.56,"Mumbai, IN",True,False,
E000118,U0079,ppeters,Sales,VP Sales,crm_system,write,2025-09-03 09:26:59.254186,192.168.78.129,"Toronto, CA",True,False,
E000119,U0180,xvang,HR,HR Manager,learning_portal,read,2025-09-03 09:30:00.254186,192.168.228.18,"Tokyo, JP",True,False,
E000120,U0005,wdavis,Customer Support,Support Lead,time_tracker,read,2025-09-03 09:33:46.254186,192.168.74.5,"London, UK",True,False,
E000121,U0015,shawnmckay,Sales,Account Executive,sales_tools,read,2025-09-03 09:33:52.254186,192.168.121.137,"Berlin, DE",True,False,
E000122,U0069,websterstefanie,Product,VP Product,employee_directory,write,2025-09-03 09:36:02.254186,192.168.12.92,"Mumbai, IN",True,False,
E000123,U0167,samantha66,IT,IT Support,source_code_repo,read,2025-09-03 09:36:45.254186,192.168.84.66,"Toronto, CA",True,False,
E000124,U0109,sawyerscott,Product,Senior PM,public_wiki,read,2025-09-03 09:40:04.254186,192.168.236.157,"New York, US",True,False,
E000125,U0051,christinaturner,Engineering,Software Engineer,project_management,write,2025-09-03 09:42:04.254186,192.168.185.123,"New York, US",True,False,
E000126,U0152,reeddaniel,HR,HR Specialist,vacation_calendar,read,2025-09-03 09:42:08.254186,192.168.199.179,"Tokyo, JP",True,False,
E000127,U0197,martinezjoel,Legal,General Counsel,public_wiki,read,2025-09-03 09:47:42.254186,192.168.189.90,"Sydney, AU",True,False,
E000128,U0159,rebeccabailey,Finance,Accountant,financial_database,read,2025-09-03 09:56:18.254186,192.168.183.106,"Toronto, CA",True,False,
E000129,U0111,ofinley,Customer Support,Support Lead,crm_system,read,2025-09-03 10:09:16.254186,192.168.96.245,"New York, US",True,False,
E000130,U0028,ybaker,HR,HR Manager,time_tracker,read,2025-09-03 10:22:01.254186,192.168.75.113,"Mumbai, IN",True,False,
E000131,U0078,nicole48,IT,IT Manager,project_management,admin,2025-09-03 10:23:56.254186,196.62.72.106,"Singapore, SG",True,True,excessive_access
E000132,U0068,ismith,Operations,Operations Analyst,time_tracker,read,2025-09-03 10:31:13.254186,192.168.34.231,"London, UK",True,False,
E000133,U0143,daviscolin,Operations,Operations Manager,project_management,execute,2025-09-03 10:31:24.254186,192.168.193.156,"Mumbai, IN",True,False,
E000134,U0142,edwardslarry,Legal,General Counsel,company_news,write,2025-09-03 10:32:37.254186,192.168.154.176,"Toronto, CA",True,False,
E000135,U0144,elizabeth65,Product,Senior PM,source_code_repo,read,2025-09-03 10:37:49.254186,192.168.164.118,"Tokyo, JP",True,False,
E000136,U0019,jenniferross,Legal,General Counsel,public_wiki,write,2025-09-03 10:41:01.254186,192.168.125.169,"London, UK",True,False,
E000137,U0064,tracynelson,Finance,Accountant,payroll_system,read,2025-09-03 10:45:52.254186,192.168.111.218,"San Francisco, US",True,False,
E000138,U0015,shawnmckay,Sales,Account Executive,sales_tools,read,2025-09-03 10:49:45.254186,192.168.250.114,"Berlin, DE",True,False,
E000139,U0022,ambercummings,Finance,Financial Analyst,public_wiki,read,2025-09-03 10:50:07.254186,192.168.231.52,"London, UK",True,False,
E000140,U0101,andrea47,Finance,Controller,financial_database,read,2025-09-03 10:57:34.254186,192.168.80.75,"Tokyo, JP",True,False,
E000141,U0013,laurahenderson,Operations,Operations Analyst,time_tracker,read,2025-09-03 10:58:05.254186,192.168.213.144,"Sydney, AU",True,False,
E000142,U0099,edwardsmarcus,HR,HR Specialist,time_tracker,write,2025-09-03 11:00:08.254186,192.168.134.63,"Berlin, DE",True,False,
E000143,U0131,tammyrush,Operations,COO,time_tracker,read,2025-09-03 11:09:56.254186,192.168.242.101,"London, UK",True,False,
E000144,U0155,charles06,Finance,Accountant,analytics_dashboard,read,2025-09-03 11:15:27.254186,192.168.223.31,"Mumbai, IN",True,False,
E000145,U0014,tasha01,Marketing,Marketing Specialist,analytics_dashboard,download,2025-09-03 11:26:31.254186,192.168.218.162,"London, UK",True,False,
E000146,U0128,paulwatson,Marketing,Marketing Specialist,time_tracker,write,2025-09-03 11:40:24.254186,192.168.217.143,"New York, US",True,False,
E000147,U0080,phillipsrichard,Marketing,Marketing Manager,crm_system,read,2025-09-03 11:41:16.254186,192.168.197.35,"Berlin, DE",True,False,
E000148,U0075,hthompson,HR,HR Director,learning_portal,write,2025-09-03 11:42:40.254186,192.168.225.3,"London, UK",True,False,
E000149,U0069,websterstefanie,Product,VP Product,analytics_dashboard,read,2025-09-03 11:47:40.254186,192.168.163.54,"Mumbai, IN",True,False,
E000150,U0135,briannasmith,Finance,Finance Manager,payroll_system,read,2025-09-03 11:50:46.254186,192.168.57.239,"Singapore, SG",True,False,
E000151,U0170,vschneider,Finance,Accountant,payroll_system,write,2025-09-03 11:56:00.254186,192.168.243.143,"São Paulo, BR",True,False,
E000152,U0129,basschristina,Legal,General Counsel,public_wiki,read,2025-09-03 11:57:56.254186,192.168.141.151,"San Francisco, US",True,False,
E000153,U0008,michael41,Operations,COO,time_tracker,read,2025-09-03 12:02:30.254186,192.168.39.46,"New York, US",True,False,
E000154,U0032,barnesbrandy,Product,Product Manager,source_code_repo,read,2025-09-03 12:03:43.254186,192.168.153.189,"Tokyo, JP",True,False,
E000155,U0015,shawnmckay,Sales,Account Executive,crm_system,read,2025-09-03 12:05:09.254186,192.168.88.108,"Berlin, DE",True,False,
E000156,U0144,elizabeth65,Product,Senior PM,vacation_calendar,read,2025-09-03 12:12:43.254186,192.168.184.45,"Tokyo, JP",True,False,
E000157,U0146,danny49,Product,VP Product,vacation_calendar,read,2025-09-03 12:13:44.254186,192.168.13.132,"Singapore, SG",True,False,
E000158,U0126,rose31,Engineering,Engineering Manager,project_management,read,2025-09-03 12:16:33.254186,192.168.111.239,"Berlin, DE",True,False,
E000159,U0107,xhall,Product,Product Manager,employee_directory,read,2025-09-03 12:21:51.254186,192.168.127.238,"London, UK",True,False,
E000160,U0113,tjackson,Product,VP Product,learning_portal,read,2025-09-03 12:26:00.254186,192.168.62.83,"Tokyo, JP",True,False,
E000161,U0130,melissagarcia,Operations,Operations Analyst,time_tracker,read,2025-09-03 12:36:41.254186,192.168.208.217,"Tokyo, JP",True,False,
E000162,U0197,martinezjoel,Legal,General Counsel,public_wiki,read,2025-09-03 12:48:26.254186,192.168.176.95,"Sydney, AU",True,False,
E000163,U0181,devinmitchell,Customer Support,Support Agent,employee_directory,download,2025-09-03 12:50:04.254186,192.168.242.198,"Toronto, CA",True,False,
E000164,U0086,moralescharles,Product,VP Product,analytics_dashboard,write,2025-09-03 12:51:26.254186,192.168.216.36,"Sydney, AU",True,False,
E000165,U0038,bradley52,Engineering,Senior Engineer,source_code_repo,read,2025-09-03 12:52:03.254186,192.168.113.47,"New York, US",True,False,
E000166,U0005,wdavis,Customer Support,Support Lead,crm_system,write,2025-09-03 12:59:12.254186,192.168.194.123,"London, UK",True,False,
E000167,U0157,lauriemontgomery,Legal,Paralegal,project_management,read,2025-09-03 13:06:44.254186,192.168.248.72,"Toronto, CA",True,False,
E000168,U0034,jonesjason,Sales,Account Executive,crm_system,write,2025-09-03 13:07:09.254186,192.168.9.155,"Berlin, DE",True,False,
E000169,U0133,lisahall,Product,Senior PM,analytics_dashboard,read,2025-09-03 13:07:12.254186,192.168.94.86,"Berlin, DE",True,False,
E000170,U0187,jon05,Legal,Paralegal,project_management,execute,2025-09-03 13:09:08.254186,192.168.186.58,"Toronto, CA",True,False,
E000171,U0179,lisawilkerson,IT,CISO,aws_console,read,2025-09-03 13:16:29.254186,192.168.117.207,"Singapore, SG",True,False,
E000172,U0121,kristina09,Product,Product Manager,public_wiki,read,2025-09-03 13:29:14.254186,192.168.135.206,"Singapore, SG",True,False,
E000173,U0001,johnsonjoshua,Finance,Financial Analyst,learning_portal,read,2025-09-03 13:34:07.254186,192.168.192.173,"Singapore, SG",True,False,
E000174,U0151,nelsonebony,Engineering,Engineering Manager,vacation_calendar,read,2025-09-03 13:45:41.254186,192.168.24.66,"Tokyo, JP",True,False,
E000175,U0125,xcarson,HR,HR Specialist,crm_system,read,2025-09-03 13:46:49.254186,192.168.215.111,"Toronto, CA",True,False,
E000176,U0076,marcus31,Operations,Operations Manager,employee_directory,read,2025-09-03 13:52:35.254186,192.168.176.17,"Toronto, CA",True,False,
E000177,U0080,phillipsrichard,Marketing,Marketing Manager,company_news,read,2025-09-03 13:58:06.254186,192.168.208.20,"Berlin, DE",True,False,
E000178,U0158,fosterkyle,Legal,Paralegal,time_tracker,read,2025-09-03 13:58:23.254186,192.168.123.37,"São Paulo, BR",True,False,
E000179,U0008,michael41,Operations,COO,time_tracker,write,2025-09-03 14:00:48.254186,192.168.187.79,"New York, US",True,False,
E000180,U0086,moralescharles,Product,VP Product,vacation_calendar,write,2025-09-03 14:02:08.254186,192.168.23.166,"Sydney, AU",True,False,
E000181,U0111,ofinley,Customer Support,Support Lead,public_wiki,read,2025-09-03 14:04:26.254186,192.168.182.139,"New York, US",True,False,
E000182,U0163,dhayes,IT,IT Support,time_tracker,write,2025-09-03 14:07:13.254186,192.168.31.225,"Toronto, CA",True,False,
E000183,U0008,michael41,Operations,COO,employee_directory,write,2025-09-03 14:12:18.254186,192.168.190.160,"New York, US",True,False,
E000184,U0036,josephpreston,Sales,Sales Rep,learning_portal,write,2025-09-03 14:13:29.254186,192.168.231.60,"New York, US",True,False,
E000185,U0189,lisabrown,IT,System Admin,security_logs,read,2025-09-03 14:17:15.254186,192.168.6.124,"Mumbai, IN",True,False,
E000186,U0145,michael98,Marketing,Content Creator,employee_directory,read,2025-09-03 14:18:08.254186,192.168.168.203,"Singapore, SG",True,False,
E000187,U0182,fgilbert,Product,Senior PM,company_news,read,2025-09-03 14:22:01.254186,192.168.167.10,"Singapore, SG",True,False,
E000188,U0168,grantpaul,Marketing,CMO,crm_system,read,2025-09-03 14:24:38.254186,192.168.167.194,"San Francisco, US",True,False,
E000189,U0174,xwilliams,Operations,COO,time_tracker,read,2025-09-03 14:30:11.254186,192.168.115.133,"London, UK",True,False,
E000190,U0037,gracefarrell,Sales,Account Executive,crm_system,read,2025-09-03 14:30:37.254186,192.168.64.121,"San Francisco, US",True,False,
E000191,U0031,leonardjoe,Customer Support,Support Agent,company_news,read,2025-09-03 14:46:54.254186,192.168.202.254,"Tokyo, JP",True,False,
E000192,U0080,phillipsrichard,Marketing,Marketing Manager,marketing_platform,read,2025-09-03 14:54:14.254186,192.168.95.234,"Berlin, DE",True,False,
E000193,U0056,dianasmith,Customer Support,Support Manager,employee_directory,execute,2025-09-03 15:05:21.254186,192.168.6.26,"Sydney, AU",True,False,
E000194,U0019,jenniferross,Legal,General Counsel,employee_directory,read,2025-09-03 15:06:33.254186,192.168.90.57,"London, UK",True,False,
E000195,U0034,jonesjason,Sales,Account Executive,sales_tools,read,2025-09-03 15:09:48.254186,192.168.36.192,"Berlin, DE",True,False,
E000196,U0082,griffithleslie,Marketing,Content Creator,crm_system,read,2025-09-03 15:11:38.254186,192.168.145.53,"Toronto, CA",True,False,
E000197,U0115,christianpitts,Legal,General Counsel,vacation_calendar,write,2025-09-03 15:20:01.254186,192.168.27.232,"Tokyo, JP",True,False,
E000198,U0082,griffithleslie,Marketing,Content Creator,employee_directory,read,2025-09-03 15:25:10.254186,192.168.105.103,"Toronto, CA",True,False,
